container_type,filled,scholar_id,source,name,url_picture,affiliation,interests,email_domain,homepage,citedby,organization,org_name,org_country,Lat,Long,,,,,list,,
Author,['basics'],OzMYwDIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Lionel Ni,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OzMYwDIAAAAJ&citpid=3,"Chair Professor of Data Science and Analytics, HKUST(Guangzhou)","['Big Data', 'wireless sensor networks', 'mobile computing', 'pervasive computing', 'high-speed networks']",@ust.hk,http://www.cse.ust.hk/~ni,44072,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],cyv1V9kAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Andrew U. Frank,,"em. Professor for Geoinformation, TU Wien","['Geoinformation', 'Ontology', 'Spatial Information', 'Graphical User Interfaces', 'NLP']",@geoinfo.tuwien.ac.at,http://frank.gerastree.at/,13659,4.21E+17,Vienna University of Technology,Austria,47.516232,14.550072,,,,,,,14.550072
Author,['basics'],qZedaiAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongzhi Wang (王宏志),https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qZedaiAAAAAJ&citpid=1,Harbin Intitute of Technology,"['database', 'big data analytics', 'knowledge management']",@hit.edu.cn,http://homepage.hit.edu.cn/wang,5249,4.73E+18,Harbin Institute of Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],SyshpvAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Rudolf Fleischer,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SyshpvAAAAAJ&citpid=1,"Heinrich Heine University Düsseldorf, Germany",['theoretical computer science'],@hhu.de,,3874,5.54E+18,Heinrich-Heine-Universität Düsseldorf,Germany,51.165691,10.451526,,,,,,,10.451526
Author,['basics'],eeuQ0a0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Danilo Francati,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eeuQ0a0AAAAJ&citpid=1,"Postdoctoral researcher, Aarhus University","['Cryptography', 'Blockchain', 'Security', 'Privacy']",@cs.au.dk,https://dfrancati.github.io/,184,2.45E+18,Aarhus University,Denmark,56.26392,9.501785,,,,,,,9.501785
Author,['basics'],DJGy8xUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Rajeev Raman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DJGy8xUAAAAJ&citpid=6,"Professor, Department of Computing and Mathematical Sciences, University of Leicester","['Data Structures', 'Algorithms and Complexity', 'Data Mining']",@leicester.ac.uk,https://le.ac.uk/people/rajeev-raman,5857,4.64E+18,University of Leicester,UK,55.378052,-3.435973,,,,,,,-3.435973
Author,['basics'],#NAME?,AuthorSource.AUTHOR_PROFILE_PAGE,Kyle Jamieson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=--nVNvIAAAAJ&citpid=4,"Professor, Princeton University","['Wireless Networks', 'Systems', 'Communications']",@princeton.edu,http://www.cs.princeton.edu/~kylej/index.html,15147,4.84E+18,Princeton University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],ukI2bz8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xavier Alameda-Pineda,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ukI2bz8AAAAJ&citpid=3,"Research Scientist, Leader of the RobotLearn Team, Inria","['Computer Vision', 'Audio Processing', 'Machine Learning', 'Human-Robot Interaction']",@inria.fr,http://xavirema.eu/,3726,1.23E+19,Institut national de recherche en informatique et en automatique,France,46.227638,2.213749,,,,,,,2.213749
Author,['basics'],Qx0AtiEAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xuaner (Cecilia) Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qx0AtiEAAAAJ&citpid=7,Adobe,"['Computational Photography', 'Image-based Rendering', 'Computer Graphics']",@cs.berkeley.edu,http://eecs.berkeley.edu/~cecilia77/,676,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],6PEbAiYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Quanming Yao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6PEbAiYAAAAJ&citpid=4,"Assistant Professor, EE Department, Tsinghua University","['Machine Learning', 'AutoML', 'AI4Science']",@tsinghua.edu.cn,https://lars-group.github.io/,7964,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],hon00PIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yunhao Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hon00PIAAAAJ&citpid=6,"ACM Fellow, IEEE Fellow, CCF Fellow, Tsinghua University","['Wireless Sensor Networks/RFID', 'Cyber Physical Systems and IoT', 'Privacy and Security', 'Cloud Computing']",@tsinghua.edu.cn,https://people.gix.tsinghua.edu.cn/yunhao/,41694,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Oo7c22wAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Michael Yu Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Oo7c22wAAAAJ&citpid=5,"Professor, Monash University, Australia","['Robotics', 'Topology Optimization', 'Additive Manufacturing']",@monash.edu,,19418,3.92E+18,Monash University,Australia,-25.274399,133.775131,,,,,,,133.775131
Author,['basics'],dxz-lQYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yizheng Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dxz-lQYAAAAJ&citpid=3,University of Maryland,"['adversarial machine learning', 'network security', 'malware detection']",@umd.edu,http://surrealyz.github.io/,781,2.39E+18,University of Maryland,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],O1yGhH0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiuzhen Cheng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O1yGhH0AAAAJ&citpid=3,"School of Computer Science and Technology, Shandong University","['Blockchain', 'IoT Security', 'Edge Computing', 'Distributed Computing']",@sdu.edu.cn,,18952,1.60E+19,Shandong University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],QH90248AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Alon Efrat,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QH90248AAAAJ&citpid=3,"Associate Professor of Computer Science, University of Arizona","['computational geometry', 'sensor networks', 'networks vulnerability', 'video browsing and educational multimedia']",@arizona.edu,http://cs.arizona.edu/~alon,5915,1.22E+19,University of Arizona,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],r-Ik__gAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hao Wang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=r-Ik__gAAAAJ&citpid=12,Assistant Professor of Louisiana State University,"['Distributed Computing', 'Machine Learning Systems', 'Data Analytics', 'Data Center Networking']",@lsu.edu,https://intellisys.haow.ca/haowang/,1672,1.66E+19,Louisiana State University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],hpD2pbwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shiu-hong Kao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hpD2pbwAAAAJ&citpid=1,HKUST,"['Machine Learning', 'Artificial Intelligence', 'Computer Vision']",@cse.ust.hk,https://cse.ust.hk/~skao/,102,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],lEGGMI0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Bernd Girod,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lEGGMI0AAAAJ&citpid=7,"Professor of Electrical Engineering, Stanford University","['Multimedia Systems', 'Image and Video Coding', 'Media Streaming', 'Image/Video Processing', 'Multimedia Signal Processing']",@stanford.edu,http://www.stanford.edu/~bgirod,44379,8.54E+18,Stanford University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],mDOMfxIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,YA-QIN ZHANG,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mDOMfxIAAAAJ&citpid=2,"Tsinghua Univ，Microsoft, Baidu, Sarnoff","['digital video', 'networking', 'AI/machine learning', 'mobility', 'cloud computing']",@tsinghua.edu.cn,,22978,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],w1enL1oAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Wei Song,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=w1enL1oAAAAJ&citpid=7,Nanjing University of Science and Technology,"['software engineering', 'software analysis', 'service composition', 'process mining']",@njust.edu.cn,,1506,8.71E+18,Nanjing University of Science and Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],FjCbjDYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,"Fei Wang, FAMIA, FIAHSI, FACMI",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=FjCbjDYAAAAJ&citpid=2,Associate Professor at Cornell University,"['data mining', 'health data science', 'computational medicine', 'biomedical informatics']",@med.cornell.edu,https://wcm-wanglab.github.io/index.html,27759,1.10E+19,Cornell University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],pFFQdo0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Rui Han,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pFFQdo0AAAAJ&citpid=11,"Associate Professor, Beijing Institute of Technology","['Cloud computing', 'Edge intelligence', 'Big data systems']",@bit.edu.cn,https://sites.google.com/site/hanruisystem/,1728,1.33E+19,Beijing Institute of Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],8r3y8IMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Cheng-Lin Liu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8r3y8IMAAAAJ&citpid=8,"Institute of Automation, Chinese Academy of Sciences","['pattern recognition', 'character recognition', 'document analysis', 'machine learning']",@nlpr.ia.ac.cn,http://www.nlpr.ia.ac.cn/liucl/,21774,2.75E+18,"Institute of Automation, Chinese Academy of Sciences",China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],QZVQEWAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,cewu lu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QZVQEWAAAAAJ&citpid=2,Professor of Shanghai Jiao Tong University,"['Computer Vision', 'Robot Learning', 'Machine Learning']",@cs.stanford.edu,,16261,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],8elpRw8AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kun Xu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8elpRw8AAAAJ&citpid=4,Peking University,['Natural Language Processing'],@pku.edu.cn,https://sites.google.com/view/kunxu/home,2611,1.07E+19,Peking University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],F66k0moAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhengchun Zhou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=F66k0moAAAAJ&citpid=2,Southwest Jiaotong University (Professor),"['Sequence design', 'coding theory', 'compressed sensing']",@home.swjtu.edu.cn,http://userweb.swjtu.edu.cn/Userweb/zczhou/english.htm,3562,4.94E+17,Southwest Jiaotong University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],mf54ensAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Lyndsay Old,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mf54ensAAAAJ&citpid=3,European Space Agency,"['Galaxy Clusters', 'Cosmology', 'Galaxy evolution']",@sciops.esa.int,http://www.lyndsayold.com/,1436,8.90E+18,European Space Agency,France,46.227638,2.213749,,,,,,,2.213749
Author,['basics'],tKPIndkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Mengyun LIU,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tKPIndkAAAAJ&citpid=5,HKUST,"['Indoor Positioning', 'IoT', 'Mobile Computing']",@cse.ust.hk,,214,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],EiAVNhwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chaoping XING,,Shanghai Jiaotong University,"['Mathematics', 'information', 'communication', 'computer science', 'applied mathematics']",@sjtu.edu.cn,,7002,1.18E+19,Shanghai Jiao Tong University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],Y26XykAAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Ishfaq Ahmad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Y26XykAAAAAJ&citpid=5,Professor of Computer Science and Engineering at The University of Texas at Arlington,"['Parallel and Distributed Computing', 'Assistive Technologies', 'Sustainable computing', 'Energy-Efficient Computing', 'IoT']",@cse.uta.edu,http://ranger.uta.edu/~iahmad,21730,3.44E+18,University of Texas at Arlington,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],XQANQG0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yili Fang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XQANQG0AAAAJ&citpid=2,Zhejiang Gongshang University,"['Machine Learning', 'Crowdsourcing/Crowd Computing', 'knowledge representation']",@zjgsu.edu.cn,,214,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],i5ETuuQAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongming Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=i5ETuuQAAAAJ&citpid=2,"Senior Researcher, Tencent AI Lab Seattle. && Ph.D., HKUST","['Natural Language Processing', 'World Knowledge Representation', 'Reasoning with LLM']",@connect.ust.hk,https://panda0881.github.io/Hongming_Homepage/,1922,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],bHajvFMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Liran Ma,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bHajvFMAAAAJ&citpid=8,Texas Christian University,"['Wireless Networks', 'IoT', 'Cybersecurity Education', 'AI Education', 'Effective Teaching']",@tcu.edu,http://csfaculty.tcu.edu/ma/,2132,2.87E+18,Texas Christian University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],UZ5wscMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Andrew Zisserman,,University of Oxford,"['Computer Vision', 'Machine Learning']",@robots.ox.ac.uk,http://www.robots.ox.ac.uk/~az/,386075,2.73E+17,University of Oxford,UK,55.378052,-3.435973,,,,,,,-3.435973
Author,['basics'],VddKJ_wAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Kwangkeun Yi,,"Professor of Computer Science & Engineering, Seoul National University","['Programming Language', 'Static Analysis', 'Abstract Interpretation', 'Software Verification']",@ropas.snu.ac.kr,http://ropas.snu.ac.kr/~kwang,2641,9.13E+18,Seoul National University,South Korea,35.907757,127.766922,,,,,,,127.766922
Author,['basics'],Ld_KnGsAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jin Li,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ld_KnGsAAAAJ&citpid=2,Microsoft Research,['Cloud Computation and Storage'],@microsoft.com,https://www.linkedin.com/in/jinli4,16834,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],lEIE6H0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Erheng Zhong,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lEIE6H0AAAAJ&citpid=2,"Research Scientist, Facebook","['Chatbot', 'Recommender System', 'Social Network Analysis', 'Transfer Learning']",@fb.com,https://sites.google.com/site/erhengzhong,2287,1.98E+18,Facebook Inc.,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],rUVPoRoAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xiaohan Lan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rUVPoRoAAAAJ&citpid=4,Tsinghua University,[],@mails.tsinghua.edu.cn,,554,1.54E+19,Tsinghua University,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],pouyVyUAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Percy Liang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pouyVyUAAAAJ&citpid=1,"Associate Professor of Computer Science, Stanford University","['machine learning', 'natural language processing']",@cs.stanford.edu,http://cs.stanford.edu/~pliang,50704,8.54E+18,Stanford University,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],QuoHHFMAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Yuxuan Chen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QuoHHFMAAAAJ&citpid=3,Google,"['Reinforcement Learning', 'Robotics']",@google.com,,95,6.52E+18,Google Inc.,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],m5Qck_IAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jiefu Ou,,"CLSP, JHU",['Natural Language Processing'],@jh.edu,https://jefferyo.github.io/,80,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],GioH9NIAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Qiwei Hu,,"Postdoc researcher, Huazhong University of Science and Technology","['blockchain', 'access control']",@hust.edu.cn,,227,7.18E+18,Huazhong University of Science and Technology,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],ALVSZAYAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Jian Sun,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ALVSZAYAAAAJ&citpid=6,"Chief Scientist of Megvii, Managing Director of Megvii Research","['Computer Vision', 'Deep Learning', 'Computer Graphics']",@megvii.com,http://www.jiansun.org/,441480,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],DUfcez0AAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Xin Jiang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DUfcez0AAAAJ&citpid=1,"Noah’s Ark Lab, Huawei Technologies","['machine learning', 'natural language processing', 'information retrieval']",@huawei.com,https://www.linkedin.com/in/xin-jiang-9577b76/,6694,1.95E+18,Huawei Technologies,China,35.86166,104.195396,,,,,,,104.195396
Author,['basics'],5RIgb3wAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shing-Chi Cheung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5RIgb3wAAAAJ&citpid=2,"Chair Professor of Computer Science and Engineering, HKUST","['Software Engineering', 'Software Testing', 'Program Analysis', 'Software Analytics']",@cse.ust.hk,http://www.cse.ust.hk/~scc,9830,9.57E+18,Hong Kong University of Science and Technology,Hong Kong,22.396427,114.109497,,,,,,,114.109497
Author,['basics'],HUpnUScAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Shimei Pan,,University of Maryland - Baltimore County,"['NLP', 'Social Media Analytics', 'AI', 'Intelligent User Interfaces']",@-,https://nlp-lab.umbc.edu/home/shimei/,4876,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],TApLOhkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Taku Komura,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TApLOhkAAAAJ&citpid=2,The University of Hong Kong,"['Character Animation', 'Computer Graphics', 'Robotics']",@ed.ac.uk,https://i.cs.hku.hk/~taku/,9594,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],EA6Er_MAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Chunyang YE,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EA6Er_MAAAAJ&citpid=2,Technical University of Munich,"['software engineering issues related to business process management', 'cloud computing', 'distributed middleware systems', 'pervasive computing and service-oriented computing.']",@in.tum.de,https://sites.google.com/site/cyye76,866,1.38E+18,Technical University of Munich,Germany,51.165691,10.451526,,,,,,,10.451526
Author,['basics'],wUkamYwAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Guy Lohman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wUkamYwAAAAJ&citpid=2,"Manager of Disruptive Information Management Architectures, IBM Almaden Research Center","['Query processing and Optimization', 'Business Intelligence', 'Database Performance', 'Autonomic Computing']",@us.ibm.com,,13781,,,,#N/A,#N/A,,,,,,,#N/A
Author,['basics'],AqEGJ7IAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Zhuoyue Zhao,,University at Buffalo,['Data Management'],@buffalo.edu,https://cse.buffalo.edu/~zzhao35/,403,8.19E+18,University at Buffalo,USA,37.09024,-95.712891,,,,,,,-95.712891
Author,['basics'],zsUN6PkAAAAJ,AuthorSource.AUTHOR_PROFILE_PAGE,Hongyu Zhang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zsUN6PkAAAAJ&citpid=12,Chongqing University,"['Software Engineering', 'Mining Software Repositories', 'Data-driven Software Engineering', 'Software Analytics']",@newcastle.edu.au,https://sites.google.com/site/hongyujohn,13581,,,,#N/A,#N/A,,,,,,,#N/A
